ARC096.RF.1st,ARC096,Amplify the Arknight,3,RF,1st,C,3,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC096.png,Runeblade,Action,Attack
ARC096.NF.Unl,ARC096,Amplify the Arknight,3,NF,Unl,C,3,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC096.png,Runeblade,Action,Attack
ARC096.RF.Unl,ARC096,Amplify the Arknight,3,RF,Unl,C,3,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC096.png,Runeblade,Action,Attack
OUT100.NF,OUT100,Amplifying Arrow,2,NF,,M,0,2,3,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT100.width-450.png,Ranger,Action,Arrow,Attack
OUT100.RF,OUT100,Amplifying Arrow,2,RF,,M,0,2,3,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT100.width-450.png,Ranger,Action,Arrow,Attack
EVR176.NF.1st,EVR176,Amulet of Assertiveness,2,NF,1st,R,0,,,https://storage.googleapis.com/fabmaster/media/images/EVR176.width-450.png,Generic,Action,Item
EVR176.CF.1st,EVR176,Amulet of Assertiveness,2,CF,1st,R,0,,,https://storage.googleapis.com/fabmaster/media/images/EVR176.width-450.png,Generic,Action,Item
BRI026.NF,BRI026,Amulet of Earth,3,NF,,C,0,,,https://storage.googleapis.com/fabmaster/media/images/BRI026.width-450.png,Earth,Action,Item
ELE143.NF.1st,ELE143,Amulet of Earth,3,NF,1st,C,0,,,https://storage.googleapis.com/fabmaster/media/images/ELE143.width-450.png,Earth,Action,Item
ELE143.RF.1st,ELE143,Amulet of Earth,3,RF,1st,C,0,,,https://storage.googleapis.com/fabmaster/media/images/ELE143.width-450.png,Earth,Action,Item
ELE143.NF.Unl,ELE143,Amulet of Earth,3,NF,Unl,C,0,,,https://storage.googleapis.com/fabmaster/media/images/U-ELE143.width-450.png,Earth,Action,Item
ELE143.RF.Unl,ELE143,Amulet of Earth,3,RF,Unl,C,0,,,https://storage.googleapis.com/fabmaster/media/images/U-ELE143.width-450.png,Earth,Action,Item
LGS063.CF,LGS063,Amulet of Earth,3,CF,,P,0,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS063.png,Earth,Action,Item
EVR177.NF.1st,EVR177,Amulet of Echoes,3,NF,1st,R,0,,,https://storage.googleapis.com/fabmaster/media/images/EVR177.width-450.png,Generic,Action,Item
EVR177.CF.1st,EVR177,Amulet of Echoes,3,CF,1st,R,0,,,https://storage.googleapis.com/fabmaster/media/images/EVR177.width-450.png,Generic,Action,Item
EVR178.NF.1st,EVR178,Amulet of Havencall,3,NF,1st,R,0,,,https://storage.googleapis.com/fabmaster/media/images/EVR178.width-450.png,Generic,Action,Item
EVR178.CF.1st,EVR178,Amulet of Havencall,3,CF,1st,R,0,,,https://storage.googleapis.com/fabmaster/media/images/EVR178.width-450.png,Generic,Action,Item
ELE172.NF.1st,ELE172,Amulet of Ice,3,NF,1st,C,0,,,https://storage.googleapis.com/fabmaster/media/images/ELE172.width-450.png,Ice,Action,Item
ELE172.RF.1st,ELE172,Amulet of Ice,3,RF,1st,C,0,,,https://storage.googleapis.com/fabmaster/media/images/ELE172.width-450.png,Ice,Action,Item
ELE172.NF.Unl,ELE172,Amulet of Ice,3,NF,Unl,C,0,,,https://storage.googleapis.com/fabmaster/media/images/U-ELE172.width-450.png,Ice,Action,Item
ELE172.RF.Unl,ELE172,Amulet of Ice,3,RF,Unl,C,0,,,https://storage.googleapis.com/fabmaster/media/images/U-ELE172.width-450.png,Ice,Action,Item
LGS064.CF,LGS064,Amulet of Ice,3,CF,,P,0,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS064.png,Ice,Action,Item
OLD018.NF,OLD018,Amulet of Ice,3,NF,,C,0,,,https://storage.googleapis.com/fabmaster/media/images/OLD018.width-450.png,Ice,Action,Item
EVR179.NF.1st,EVR179,Amulet of Ignition,2,NF,1st,R,0,,,https://storage.googleapis.com/fabmaster/media/images/EVR179.width-450.png,Generic,Action,Item
EVR179.CF.1st,EVR179,Amulet of Ignition,2,CF,1st,R,0,,,https://storage.googleapis.com/fabmaster/media/images/EVR179.width-450.png,Generic,Action,Item
EVR180.NF.1st,EVR180,Amulet of Intervention,3,NF,1st,R,0,,,https://storage.googleapis.com/fabmaster/media/images/EVR180.width-450.png,Generic,Action,Item
EVR180.CF.1st,EVR180,Amulet of Intervention,3,CF,1st,R,0,,,https://storage.googleapis.com/fabmaster/media/images/EVR180.width-450.png,Generic,Action,Item
ELE201.NF.1st,ELE201,Amulet of Lightning,3,NF,1st,C,0,,,https://storage.googleapis.com/fabmaster/media/images/ELE201.width-450.png,Lightning,Action,Item
ELE201.RF.1st,ELE201,Amulet of Lightning,3,RF,1st,C,0,,,https://storage.googleapis.com/fabmaster/media/images/ELE201.width-450.png,Lightning,Action,Item
ELE201.NF.Unl,ELE201,Amulet of Lightning,3,NF,Unl,C,0,,,https://storage.googleapis.com/fabmaster/media/images/U-ELE201.width-450.png,Lightning,Action,Item
ELE201.RF.Unl,ELE201,Amulet of Lightning,3,RF,Unl,C,0,,,https://storage.googleapis.com/fabmaster/media/images/U-ELE201.width-450.png,Lightning,Action,Item
LGS065.CF,LGS065,Amulet of Lightning,3,CF,,P,0,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS065.png,Lightning,Action,Item
LXI021.NF,LXI021,Amulet of Lightning,3,NF,,C,0,,,https://storage.googleapis.com/fabmaster/media/images/LXI021.width-450.png,Lightning,Action,Item
EVR181.NF.1st,EVR181,Amulet of Oblation,3,NF,1st,R,0,,,https://storage.googleapis.com/fabmaster/media/images/EVR181.width-450.png,Generic,Action,Item
EVR181.CF.1st,EVR181,Amulet of Oblation,3,CF,1st,R,0,,,https://storage.googleapis.com/fabmaster/media/images/EVR181.width-450.png,Generic,Action,Item
1HP103.NF,1HP103,Ancestral Empowerment,1,NF,,M,0,,3,https://storage.googleapis.com/fabmaster/media/images/1HP103.width-450.png,Ninja,Attack Reaction
WTR082.NF.Alpha,WTR082,Ancestral Empowerment,1,NF,Alpha,M,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR082.png,Ninja,Attack Reaction
WTR082.RF.Alpha,WTR082,Ancestral Empowerment,1,RF,Alpha,M,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR082.png,Ninja,Attack Reaction
WTR082.NF.Unl,WTR082,Ancestral Empowerment,1,NF,Unl,M,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR082.png,Ninja,Attack Reaction
WTR082.RF.Unl,WTR082,Ancestral Empowerment,1,RF,Unl,M,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR082.png,Ninja,Attack Reaction
DTD032.NF,DTD032,Angelic Descent,1,NF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD032.png,Light,Illusionist,Instant
DTD032.RF,DTD032,Angelic Descent,1,RF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD032.png,Light,Illusionist,Instant
DTD033.NF,DTD033,Angelic Descent,2,NF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD033.png,Light,Illusionist,Instant
DTD033.RF,DTD033,Angelic Descent,2,RF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD033.png,Light,Illusionist,Instant
DTD034.NF,DTD034,Angelic Descent,3,NF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD034.png,Light,Illusionist,Instant
DTD034.RF,DTD034,Angelic Descent,3,RF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD034.png,Light,Illusionist,Instant
DTD035.NF,DTD035,Angelic Wrath,1,NF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD035.png,Light,Illusionist,Instant
DTD035.RF,DTD035,Angelic Wrath,1,RF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD035.png,Light,Illusionist,Instant
LGS161.RF,LGS161,Angelic Wrath,1,RF,,P,0,,,https://dhhim4ltzu1pj.cloudfront.net/media/images/23_07_armorykit_LGS161.width-10000.png,Light,Illusionist,Instant
DTD036.NF,DTD036,Angelic Wrath,2,NF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD036.png,Light,Illusionist,Instant
DTD036.RF,DTD036,Angelic Wrath,2,RF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD036.png,Light,Illusionist,Instant
LGS162.RF,LGS162,Angelic Wrath,2,RF,,P,0,,,https://dhhim4ltzu1pj.cloudfront.net/media/images/23_07_armorykit_LGS162.width-10000.png,Light,Illusionist,Instant
DTD037.NF,DTD037,Angelic Wrath,3,NF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD037.png,Light,Illusionist,Instant
DTD037.RF,DTD037,Angelic Wrath,3,RF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD037.png,Light,Illusionist,Instant
LGS163.RF,LGS163,Angelic Wrath,3,RF,,P,0,,,https://dhhim4ltzu1pj.cloudfront.net/media/images/23_07_armorykit_LGS163.width-10000.png,Light,Illusionist,Instant
DYN172.NF,DYN172,Annals of Sutcliffe,,NF,,R,,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN172.png,Runeblade,Weapon,Book,2H
DYN172.RF,DYN172,Annals of Sutcliffe,,RF,,R,,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN172.png,Runeblade,Weapon,Book,2H
DYN172.CF,DYN172,Annals of Sutcliffe,,CF,,R,,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN172.png,Runeblade,Weapon,Book,2H
DYN133.NF,DYN133,Annihilate the Armed,1,NF,,C,1,5,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN133.png,Assassin,Action,Attack
DYN133.RF,DYN133,Annihilate the Armed,1,RF,,C,1,5,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN133.png,Assassin,Action,Attack
DYN134.NF,DYN134,Annihilate the Armed,2,NF,,C,1,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN134.png,Assassin,Action,Attack
DYN134.RF,DYN134,Annihilate the Armed,2,RF,,C,1,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN134.png,Assassin,Action,Attack
DYN135.NF,DYN135,Annihilate the Armed,3,NF,,C,1,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN135.png,Assassin,Action,Attack
DYN135.RF,DYN135,Annihilate the Armed,3,RF,,C,1,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN135.png,Assassin,Action,Attack
EVO054.NF,EVO054,Annihilator Engine,1,NF,,M,6,6,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO054.png,Mechanologist,Action,Attack
EVO054.RF,EVO054,Annihilator Engine,1,RF,,M,6,6,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO054.png,Mechanologist,Action,Attack
EVO054.RF,EVO054,Annihilator Engine,1,RF,,M,6,6,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO054_V2.png,Mechanologist,Action,Attack
1HP045.NF,1HP045,Anothos,,NF,,C,,4,,https://storage.googleapis.com/fabmaster/media/images/1HP045.width-450.png,Guardian,Weapon,Hammer,2H
BVO003.NF,BVO003,Anothos,,NF,,C,,4,,https://storage.googleapis.com/fabmaster/media/images/BVO3.width-450.png,Guardian,Weapon,Hammer,2H
CRU023.NF.1st,CRU023,Anothos,,NF,1st,C,,4,,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU023.png,Guardian,Weapon,Hammer,2H
CRU023.RF.Unl,CRU023,Anothos,,RF,Unl,C,,4,,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU023.png,Guardian,Weapon,Hammer,2H
FAB061.GF,FAB061,Anothos,,GF,,P,,4,,https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB061.png,Guardian,Weapon,Hammer,2H
LGS002.CF,LGS002,Anothos,,CF,,P,,4,,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS002.png,Guardian,Weapon,Hammer,2H
WTR040.NF.Alpha,WTR040,Anothos,,NF,Alpha,T,,4,,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR040.png,Guardian,Weapon,Hammer,2H
WTR040.NF.Unl,WTR040,Anothos,,NF,Unl,T,,4,,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR040.png,Guardian,Weapon,Hammer,2H
XXX006.NF,XXX006,Anothos,,NF,,P,,4,,https://storage.googleapis.com/fabmaster/cardfaces/promos/XXX006.png,Guardian,Weapon,Hammer,2H
DTD196.NF,DTD196,Anthem of Spring,3,NF,,M,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD196.png,Earth,Action
DTD196.RF,DTD196,Anthem of Spring,3,RF,,M,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD196.png,Earth,Action
FAB175.CF,FAB175,Apocalypse Automaton,1,CF,,P,3,6,3,https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB175.png,Mechanologist,Action,Attack
TCC011.NF,TCC011,Apocalypse Automaton,1,NF,,M,3,6,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-TCC/EN/TCC011.png,Mechanologist,Action,Attack
DYN114.NF,DYN114,Arakni,,NF,,R,,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN114.png,Assassin,Hero,Young
DYN114.RF,DYN114,Arakni,,RF,,R,,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN114.png,Assassin,Hero,Young
HER073.CF,HER073,Arakni,,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER073.png,Assassin,Hero,Young
DYN113.NF,DYN113,"Arakni, Huntsman",,NF,,M,,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN113.png,Assassin,Hero
DYN113.RF,DYN113,"Arakni, Huntsman",,RF,,M,,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN113.png,Assassin,Hero
HER074.CF,HER074,"Arakni, Huntsman",,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER074.png,Assassin,Hero
WIN020.GF,WIN020,"Arakni, Huntsman",,GF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/WIN020.png,Assassin,Hero
ARA001.NF,ARA001,"Arakni, Solitary Confinement",,NF,,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-ARA/EN/ARA001.png,Assassin,Hero,Young
HER079.CF,HER079,"Arakni, Solitary Confinement",,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER079.png,Assassin,Hero,Young
HER082.RF,HER082,"Arakni, Solitary Confinement",,RF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER082.png,Assassin,Hero,Young
OUT003.NF,OUT003,"Arakni, Solitary Confinement",,NF,,T,,,,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT003.width-450.png,Assassin,Hero,Young
JDG011.CF,JDG011,Arc Light Sentinel,2,CF,,P,6,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/JDG011.png,Light,Illusionist,Instant,Aura
MON005.NF.1st,MON005,Arc Light Sentinel,2,NF,1st,M,6,,,https://storage.googleapis.com/fabmaster/media/images/MON005.width-450.png,Light,Illusionist,Instant,Aura
MON005.RF.1st,MON005,Arc Light Sentinel,2,RF,1st,M,6,,,https://storage.googleapis.com/fabmaster/media/images/MON005.width-450.png,Light,Illusionist,Instant,Aura
MON005.NF.Unl,MON005,Arc Light Sentinel,2,NF,Unl,M,6,,,https://storage.googleapis.com/fabmaster/media/images/U-MON005.width-450.png,Light,Illusionist,Instant,Aura
MON005.RF.Unl,MON005,Arc Light Sentinel,2,RF,Unl,M,6,,,https://storage.googleapis.com/fabmaster/media/images/U-MON005.width-450.png,Light,Illusionist,Instant,Aura
EVR155.NF.1st,EVR155,Arcane Lantern,,NF,1st,R,,,,https://storage.googleapis.com/fabmaster/media/images/EVR155.width-450.png,Generic,Equipment,Off-Hand
EVR155.CF.1st,EVR155,Arcane Lantern,,CF,1st,R,,,,https://storage.googleapis.com/fabmaster/media/images/EVR155.width-450.png,Generic,Equipment,Off-Hand
FAB146.GF,FAB146,Arcane Lantern,,GF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB146.png,Generic,Equipment,Off-Hand
MON235.NF.1st,MON235,Arcanic Crackle,1,NF,1st,C,0,3,3,https://storage.googleapis.com/fabmaster/media/images/MON235.width-450.png,Runeblade,Action,Attack
MON235.RF.1st,MON235,Arcanic Crackle,1,RF,1st,C,0,3,3,https://storage.googleapis.com/fabmaster/media/images/MON235.width-450.png,Runeblade,Action,Attack
MON235.NF.Unl,MON235,Arcanic Crackle,1,NF,Unl,C,0,3,3,https://storage.googleapis.com/fabmaster/media/images/U-MON235.width-450.png,Runeblade,Action,Attack
MON235.RF.Unl,MON235,Arcanic Crackle,1,RF,Unl,C,0,3,3,https://storage.googleapis.com/fabmaster/media/images/U-MON235.width-450.png,Runeblade,Action,Attack
MON236.NF.1st,MON236,Arcanic Crackle,2,NF,1st,C,0,2,3,https://storage.googleapis.com/fabmaster/media/images/MON236.width-450.png,Runeblade,Action,Attack
MON236.RF.1st,MON236,Arcanic Crackle,2,RF,1st,C,0,2,3,https://storage.googleapis.com/fabmaster/media/images/MON236.width-450.png,Runeblade,Action,Attack
MON236.NF.Unl,MON236,Arcanic Crackle,2,NF,Unl,C,0,2,3,https://storage.googleapis.com/fabmaster/media/images/U-MON236.width-450.png,Runeblade,Action,Attack
MON236.RF.Unl,MON236,Arcanic Crackle,2,RF,Unl,C,0,2,3,https://storage.googleapis.com/fabmaster/media/images/U-MON236.width-450.png,Runeblade,Action,Attack
CHN027.NF,CHN027,Arcanic Crackle,3,NF,,C,0,1,3,https://storage.googleapis.com/fabmaster/media/images/CHN027.width-450.png,Runeblade,Action,Attack
MON237.NF.1st,MON237,Arcanic Crackle,3,NF,1st,C,0,1,3,https://storage.googleapis.com/fabmaster/media/images/MON237.width-450.png,Runeblade,Action,Attack
MON237.RF.1st,MON237,Arcanic Crackle,3,RF,1st,C,0,1,3,https://storage.googleapis.com/fabmaster/media/images/MON237.width-450.png,Runeblade,Action,Attack
MON237.NF.Unl,MON237,Arcanic Crackle,3,NF,Unl,C,0,1,3,https://storage.googleapis.com/fabmaster/media/images/U-MON237.width-450.png,Runeblade,Action,Attack
MON237.RF.Unl,MON237,Arcanic Crackle,3,RF,Unl,C,0,1,3,https://storage.googleapis.com/fabmaster/media/images/U-MON237.width-450.png,Runeblade,Action,Attack
ELE073.NF.1st,ELE073,Arcanic Shockwave,1,NF,1st,C,0,4,3,https://storage.googleapis.com/fabmaster/media/images/ELE073.width-450.png,Elemental,Runeblade,Action,Attack
ELE073.RF.1st,ELE073,Arcanic Shockwave,1,RF,1st,C,0,4,3,https://storage.googleapis.com/fabmaster/media/images/ELE073.width-450.png,Elemental,Runeblade,Action,Attack
ELE073.NF.Unl,ELE073,Arcanic Shockwave,1,NF,Unl,C,0,4,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE073.width-450.png,Elemental,Runeblade,Action,Attack
ELE073.RF.Unl,ELE073,Arcanic Shockwave,1,RF,Unl,C,0,4,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE073.width-450.png,Elemental,Runeblade,Action,Attack
LGS079.RF,LGS079,Arcanic Shockwave,1,RF,,P,0,4,3,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS079.png,Elemental,Runeblade,Action,Attack
ELE074.NF.1st,ELE074,Arcanic Shockwave,2,NF,1st,C,0,3,3,https://storage.googleapis.com/fabmaster/media/images/ELE074.width-450.png,Elemental,Runeblade,Action,Attack
ELE074.RF.1st,ELE074,Arcanic Shockwave,2,RF,1st,C,0,3,3,https://storage.googleapis.com/fabmaster/media/images/ELE074.width-450.png,Elemental,Runeblade,Action,Attack
ELE074.NF.Unl,ELE074,Arcanic Shockwave,2,NF,Unl,C,0,3,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE074.width-450.png,Elemental,Runeblade,Action,Attack
ELE074.RF.Unl,ELE074,Arcanic Shockwave,2,RF,Unl,C,0,3,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE074.width-450.png,Elemental,Runeblade,Action,Attack
ELE075.NF.1st,ELE075,Arcanic Shockwave,3,NF,1st,C,0,2,3,https://storage.googleapis.com/fabmaster/media/images/ELE075.width-450.png,Elemental,Runeblade,Action,Attack
ELE075.RF.1st,ELE075,Arcanic Shockwave,3,RF,1st,C,0,2,3,https://storage.googleapis.com/fabmaster/media/images/ELE075.width-450.png,Elemental,Runeblade,Action,Attack
ELE075.NF.Unl,ELE075,Arcanic Shockwave,3,NF,Unl,C,0,2,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE075.width-450.png,Elemental,Runeblade,Action,Attack
ELE075.RF.Unl,ELE075,Arcanic Shockwave,3,RF,Unl,C,0,2,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE075.width-450.png,Elemental,Runeblade,Action,Attack
ARC150.CF.1st,ARC150,Arcanite Skullcap,,CF,1st,L,,,1,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC150.png,Generic,Equipment,Head
ARC150.RF.Unl,ARC150,Arcanite Skullcap,,RF,Unl,L,,,1,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC150.png,Generic,Equipment,Head
EVR154.NF.1st,EVR154,Arcanite Skullcap,,NF,1st,L,,,1,https://storage.googleapis.com/fabmaster/media/images/EVR154.width-450.png,Generic,Equipment,Head
FAB007.GF,FAB007,Arcanite Skullcap,,GF,,P,,,1,https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB007.png,Generic,Equipment,Head
UPR144.NF,UPR144,Arctic Incarceration,1,NF,,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR144.png,Ice,Action
UPR144.RF,UPR144,Arctic Incarceration,1,RF,,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR144.png,Ice,Action
UPR145.NF,UPR145,Arctic Incarceration,2,NF,,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR145.png,Ice,Action
UPR145.RF,UPR145,Arctic Incarceration,2,RF,,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR145.png,Ice,Action
UPR146.NF,UPR146,Arctic Incarceration,3,NF,,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR146.png,Ice,Action
UPR146.RF,UPR146,Arctic Incarceration,3,RF,,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR146.png,Ice,Action
CRU009.NF.1st,CRU009,Argh… Smash!,2,NF,1st,M,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU009.png,Brute,Action
CRU009.RF.1st,CRU009,Argh… Smash!,2,RF,1st,M,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU009.png,Brute,Action
CRU009.NF.Unl,CRU009,Argh… Smash!,2,NF,Unl,M,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU009.png,Brute,Action
CRU009.RF.Unl,CRU009,Argh… Smash!,2,RF,Unl,M,3,,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU009.png,Brute,Action
1HP265.NF,1HP265,Arknight Ascendancy,1,NF,,M,6,5,3,https://storage.googleapis.com/fabmaster/media/images/1HP265.width-450.png,Runeblade,Action,Attack
ARC080.NF.1st,ARC080,Arknight Ascendancy,1,NF,1st,M,6,5,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC080.png,Runeblade,Action,Attack
ARC080.RF.1st,ARC080,Arknight Ascendancy,1,RF,1st,M,6,5,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC080-RF.png,Runeblade,Action,Attack
ARC080.NF.Unl,ARC080,Arknight Ascendancy,1,NF,Unl,M,6,5,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC080.png,Runeblade,Action,Attack
ARC080.RF.Unl,ARC080,Arknight Ascendancy,1,RF,Unl,M,6,5,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC080.png,Runeblade,Action,Attack
CRU000.CF.1st,CRU000,Arknight Shard,3,CF,1st,F,,,,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU000.png,Runeblade,Resource,Gem
CRU000.RF.Unl,CRU000,Arknight Shard,3,RF,Unl,F,,,,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU000.png,Runeblade,Resource,Gem
1HP366.NF,1HP366,Art of War,2,NF,,M,1,,,https://storage.googleapis.com/fabmaster/media/images/1HP366.width-450.png,Generic,Instant
ARC160.NF.1st,ARC160,Art of War,2,NF,1st,M,1,,,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC160.png,Generic,Instant
ARC160.RF.1st,ARC160,Art of War,2,RF,1st,M,1,,,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC160.png,Generic,Instant
ARC160.NF.Unl,ARC160,Art of War,2,NF,Unl,M,1,,,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC160.png,Generic,Instant
ARC160.RF.Unl,ARC160,Art of War,2,RF,Unl,M,1,,,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC160.png,Generic,Instant
JDG015.CF,JDG015,Art of War,2,CF,,P,1,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/JDG015.png,Generic,Instant
DRO002.NF,DRO002,Ash,,NF,,T,,,,https://storage.googleapis.com/fabmaster/media/images/DRO002.width-450.png,Draconic,Illusionist,Token,Ash
UPR043.NF,UPR043,Ash,,NF,,T,,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR043.png,Draconic,Illusionist,Token,Ash
UPR043.CF,UPR043,Ash,,CF,,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR043_B.png,Draconic,Illusionist,Token,Ash
UPR043.CF,UPR043,Ash,,CF,,V,,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR043_CF.png,Draconic,Illusionist,Token,Ash
EVO098.NF,EVO098,Autosave Script,3,NF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO098.png,Mechanologist,Action,Item
EVO098.RF,EVO098,Autosave Script,3,RF,,C,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO098.png,Mechanologist,Action,Item
ELE128.NF.1st,ELE128,Autumn's Touch,1,NF,1st,C,3,7,3,https://storage.googleapis.com/fabmaster/media/images/ELE128.width-450.png,Earth,Action,Attack
ELE128.RF.1st,ELE128,Autumn's Touch,1,RF,1st,C,3,7,3,https://storage.googleapis.com/fabmaster/media/images/ELE128.width-450.png,Earth,Action,Attack
